author,title,genre,token_count,sentence_count,avg_sentence_length,avg_syllables
"Heilborn, Adolf",Die Leartragödie Ernst Haeckels,Biographie,395,14,28.214285714285715,1.754898336414048
"Merian, Matthäus",Merians anmüthige Städte-Chronik,"Natur, Wissen und Reise",657,12,54.75,1.7584059775840597
"Leutelt, Gustav",Schilderungen aus dem Isergebirge,"Natur, Wissen und Reise",144,5,28.8,1.8609467455621302
"Hegner, Ulrich",Hans Holbein der Jüngere,Biographie,272,5,54.4,1.8177399756986634
"Laube, Heinrich",Reisenovellen - Band 6,"Natur, Wissen und Reise",1138,25,45.52,1.6357615894039734
"Laube, Heinrich",Reisenovellen - Band 5,"Natur, Wissen und Reise",903,31,29.12903225806452,1.8755803156917363
"Laube, Heinrich",Reisenovellen - Band 4,"Natur, Wissen und Reise",2558,72,35.52777777777778,1.8351063829787233
"Laube, Heinrich",Reisenovellen - Band 2,"Natur, Wissen und Reise",1389,41,33.8780487804878,1.8937823834196892
"Lichtwark, Alfred",Hamburg,"Natur, Wissen und Reise",1566,80,19.575,2.029187817258883
"Laube, Heinrich",Reisenovellen - Band 1,"Natur, Wissen und Reise",4723,179,26.385474860335197,1.885
"Kobbe, Theodor von / Cornelius, Wilhelm",Wanderungen an der Nord- und Ostsee,"Natur, Wissen und Reise",600,17,35.29411764705883,1.884714590108781
"Hofmiller, Josef",Wanderbilder und Pilgerfahrten,"Natur, Wissen und Reise",325,12,27.08333333333333,1.9432624113475176
"Heeringen, Gustav von",Franken,"Natur, Wissen und Reise",6411,231,27.753246753246756,1.7604790419161678
"Fontane, Theodor",Wanderungen durch die Mark Brandenburg. Vierter Teil. Spreeland,"Natur, Wissen und Reise",177,3,59.0,1.7486146095717885
"Franzos, Karl Emil",Deutsche Fahrten,"Natur, Wissen und Reise",510,19,26.842105263157894,1.7415990730011588
"Fontane, Theodor",Wanderungen durch die Mark Brandenburg. Zweiter Teil. Das Oderland,"Natur, Wissen und Reise",184,6,30.66666666666667,1.8691786150939202
"Fontane, Theodor",Wanderungen durch die Mark Brandenburg. Erster Teil. Die Grafschaft Ruppin,"Natur, Wissen und Reise",1235,44,28.068181818181817,2.0378925512587593
"Duller, Eduard",Die Donau,"Natur, Wissen und Reise",314,16,19.625,1.78419452887538
"Droste-Hülshoff, Annette von",Bilder aus Westfalen,"Natur, Wissen und Reise",701,13,53.92307692307693,1.7992530345471522
"Franzos, Karl Emil",Aus Anhalt und Thüringen,"Natur, Wissen und Reise",477,17,28.058823529411764,1.6537984939471928
"Bechstein, Ludwig",Wanderungen durch Thüringen,"Natur, Wissen und Reise",317,13,24.384615384615387,1.861474435196195
"Huber, Therese",Zwei Artikel,Kultur und Kunst,940,30,31.33333333333333,1.9292479108635097
"Droste-Hülshoff, Annette von",Bei uns zu Lande auf dem Lande,"Natur, Wissen und Reise",176,3,58.66666666666666,1.7942583732057416
"Burckhardt, Jacob",Von der Schönheit des Tessins,"Natur, Wissen und Reise",2103,71,29.619718309859163,1.7611940298507462
"Franzos, Karl Emil",Aus den Vogesen,"Natur, Wissen und Reise",1944,63,30.857142857142854,1.7963800904977376
"Blumenhagen, Wilhelm",Der Harz,"Natur, Wissen und Reise",2765,59,46.864406779661024,1.8603192702394526
"Horváth, Ödön von",Exposés und Theoretisches,Kultur und Kunst,666,47,14.170212765957446,1.697527803357654
"Horváth, Ödön von",Autobiographisches und Theoretisches,Kultur und Kunst,176,9,19.555555555555557,1.6962025316455696
"Fontane, Theodor",Wanderungen durch die Mark Brandenburg. Dritter Teil. Das Havelland,"Natur, Wissen und Reise",816,29,28.13793103448276,1.625
Jean Paul,Dämmerungen für Deutschland,Kultur und Kunst,316,12,26.33333333333333,1.8440571110699053
"Huch, Rudolf",Mehr Goethe,Kultur und Kunst,230,11,20.90909090909091,1.6605058365758756
"Hofmiller, Josef",Franzosen,Kultur und Kunst,1737,70,24.814285714285717,1.7520815563949474
"Mauthner, Fritz",Schule,Philosophie und Religion,3371,107,31.504672897196258,1.6933282789992419
,Thesen über Feuerbach,Philosophie und Religion,302,11,27.45454545454545,1.8526727509778358
"Holm, Korfiz",ich - kleingeschrieben. Heitere Erlebnisse eines Verlegers,Kultur und Kunst,261,7,37.285714285714285,1.8822724161533197
"Holitscher, Arthur",Politische Essays,Kultur und Kunst,977,43,22.72093023255814,1.7618277395875455
"Holitscher, Arthur",Essays zu Kunst und Literatur,Kultur und Kunst,1742,94,18.53191489361702,1.769620253164557
"Hofmiller, Josef",Versuche,Kultur und Kunst,1479,47,31.46808510638298,1.9908675799086757
"Nietzsche, Friedrich Wilhelm",Der Wille zur Macht I,Philosophie und Religion,1786,57,31.33333333333333,2.0347222222222223
"Nietzsche, Friedrich Wilhelm",Der Antichrist,Philosophie und Religion,396,24,16.5,1.8676470588235294
Jean Paul,Friedens-Predigt an Deutschland,Kultur und Kunst,651,14,46.5,1.8857644991212654
"Lessing, Theodor",Nietzsche,Philosophie und Religion,449,36,12.472222222222221,1.691029900332226
"Kant, Immanuel",Von dem ersten Grunde des Unterschiedes der Gegenden im Raum,Philosophie und Religion,2573,63,40.84126984126985,1.9007036747458952
"Marx, Karl",Revolution und Kontre-Revolution in Deutschland,Philosophie und Religion,3935,133,29.586466165413533,1.714902807775378
"Uhland, Ludwig",Über die Wahl des Reichsoberhauptes,Geschichte,51,3,17.0,1.950191570881226
"Trotzki, Leo",Die wirkliche Lage in Rußland,Geschichte,2041,97,21.041237113402058,1.6773237349142494
"Nietzsche, Friedrich Wilhelm",Also sprach Zarathustra - Ein Buch für Alle und Keinen,Philosophie und Religion,249,14,17.785714285714285,1.8666666666666667
"Marx, Karl",Der achtzehnte Brumaire des Louis Napoleon,Philosophie und Religion,17195,687,25.02911208151383,1.883076923076923
"Marx, Karl",Das Elend der Philosophie,Philosophie und Religion,428,15,28.53333333333333,1.7384183434721572
"Lange, Friedrich Albert",Geschichte des Materialismus und Kritik seiner Bedeutung in der Gegenwart,Philosophie und Religion,718,16,44.875,1.7740112994350283
"Kautsky, Karl",Karl Marx' Oekonomische Lehren. Gemeinverständlich dargestellt und erläutert,Philosophie und Religion,3819,131,29.152671755725194,1.684313725490196
"Treitschke, Heinrich von",Ausgewählte Schriften. Zweiter Band,Geschichte,21742,713,30.49368863955119,1.9456521739130435
"Zimmermann, Wilhelm",Geschichte des großen Bauernkriegs. Zweiter Band,Geschichte,2201,81,27.17283950617284,1.6744939271255062
"Treitschke, Heinrich von",Deutsche Geschichte des 19. Jahrhunderts - Zweiter Band,Geschichte,205,8,25.625,1.7229299363057324
"Schiller, Friedrich",Geschichte des dreißigjährigen Kriegs,Geschichte,2454,82,29.92682926829268,1.8930099857346647
"Schiller, Friedrich","Geschichte der Unruhen in Frankreich, welche der Regierung Heinrichs IV. vorangingen.",Geschichte,5329,180,29.605555555555554,1.6834381551362683
"Treitschke, Heinrich von",Deutsche Geschichte des 19. Jahrhunderts - Erster Band,Geschichte,216,9,24.0,1.8233438485804416
"Treitschke, Heinrich von",Ausgewählte Schriften. Erster Band,Geschichte,6628,212,31.26415094339623,1.7563829787234042
"Zimmermann, Wilhelm",Geschichte des großen Bauernkriegs. Erster Band,Geschichte,1169,42,27.83333333333333,1.8238636363636365
"Tanera, Carl",Die Befreiungskriege 1813 bis 1815,Geschichte,496,18,27.555555555555557,1.7099381835473133
"Harnack, Otto",Schiller,Biographie,3794,139,27.294964028776974,1.6666666666666667
"Hauptmann, Gerhart",Das Abenteuer meiner Jugend,Biographie,2415,148,16.317567567567572,1.888245931283906
"Harris, Frank",Oscar Wilde,Biographie,920,35,26.285714285714285,1.6561561561561562
"Auburtin, Victor",Sylt 1921,"Natur, Wissen und Reise",1412,60,23.53333333333333,1.8636363636363635
"Nietzsche, Friedrich Wilhelm",Aufsätze und Vorreden aus dem Nachlaß,Philosophie und Religion,463,19,24.36842105263158,1.8627450980392157
"Stresemann, Gustav",Macht und Freiheit,Geschichte,3264,135,24.177777777777774,1.8317929759704252
"Harris, Frank",Mein Leben. Zweiter Teil,Biographie,2390,126,18.96825396825397,1.6867088607594938
"Harris, Frank",Mein Leben. Erster Teil,Biographie,3153,116,27.181034482758623,1.7173913043478262
"Schiller, Friedrich",Geschichte des Abfalls der vereinigten Niederlande,Geschichte,153,4,38.25,1.720782959124928
"Harich, Walter",Jean Paul,Biographie,1316,79,16.658227848101266,1.831504004746366
"Hebbel, Christian Friedrich",Der heilige Krieg. Friedrich Hebbel in seinen Briefen Tagebüchern Gedichten,Biographie,3788,104,36.42307692307692,2.0165562913907285
"Wende, Georg",Wunder-Geschichte mit einem Welse,"Natur, Wissen und Reise",30,1,30.0,1.6590038314176245
"Harich, Walter",Dämon Kunst. Das Leben E. T. A. Hoffmanns,Biographie,471,26,18.115384615384613,1.7911975435005119
"Handl, Willi",Hermann Bahr,Biographie,2521,109,23.12844036697248,1.7175660160734787
"Halbe, Max",Jahrhundertwende. Zur Geschichte meines Lebens 1893-1914,Biographie,1107,40,27.675,1.8498985801217038
"Gutzkow, Karl",Unter dem schwarzen Bären,Biographie,2024,100,20.24,1.7665173572228443
"Perfall, Anton von",Ein Weidmannsjahr,"Natur, Wissen und Reise",1792,94,19.063829787234038,1.6388888888888888
"Helmholtz, Hermann von",Ueber Goethe's naturwissenschaftliche Arbeiten,"Natur, Wissen und Reise",2603,81,32.135802469135804,1.7219662058371736
"Helmholtz, Hermann von",Ueber das Verhältnis der Naturwissenschaften zur Gesammtheit der Wissenschaft,"Natur, Wissen und Reise",5576,161,34.63354037267081,1.8997772828507795
"Helmholtz, Hermann von","Tischrede gehalten bei der Feier des 70. Geburtstages, Berlin 1891","Natur, Wissen und Reise",4223,154,27.42207792207792,1.8045083560046637
"Mohr, Adrian",Fischfang ist not! Freuden und Leiden der deutschen Hochseefischerei,"Natur, Wissen und Reise",1358,97,14.0,1.9750952986022872
"Kobell, Franz von",Wildanger,"Natur, Wissen und Reise",2667,57,46.78947368421053,1.803921568627451
"Bley, Fritz",Wild Welt und Du,"Natur, Wissen und Reise",201,11,18.272727272727273,2.052425281724645
"Ostwald, Wilhelm",Grundriß der Naturphilosophie,"Natur, Wissen und Reise",297,15,19.8,1.5783132530120483
"Ostwald, Wilhelm",Die Mühle des Lebens. Physikalisch-chemische Grundlagen der Lebensvorgänge,"Natur, Wissen und Reise",271,6,45.16666666666666,2.0485024716487352
"Goethe, Johann Wolfgang von","Naturwissenschaftliche Schriften. Optik und Farbenlehre, Physik","Natur, Wissen und Reise",6238,316,19.740506329113927,2.2453271028037385
"Moszkowski, Alexander",Einstein - Einblicke in seine Gedankenwelt,"Natur, Wissen und Reise",1678,63,26.63492063492064,1.9526462395543176
"Goethe, Johann Wolfgang von",Naturwissenschaftliche Schriften 1792 - 1797,"Natur, Wissen und Reise",169,3,56.33333333333334,1.938203718250851
"Humboldt, Alexander von",Über das Universum. Anonyme Mitschrift der Kosmosvorträge,"Natur, Wissen und Reise",724,20,36.2,1.911875632416521
"Fechner, Gustav Theodor",Elemente der Psychophysik,"Natur, Wissen und Reise",2024,50,40.48,1.6701499318491595
"Humboldt, Alexander von","Ideen zu einem Versuch, die Grenzen der Wirksamkeit des Staats zu bestimmen","Natur, Wissen und Reise",1070,28,38.214285714285715,1.9707317073170731
"Hofmannsthal, Hugo von",Unterhaltung über die Schriften von Gottfried Keller,Kultur und Kunst,900,22,40.90909090909091,1.917685411572942
"Hofmannsthal, Hugo von",Unterhaltung über den Tasso von Goethe,Kultur und Kunst,1584,53,29.88679245283019,1.907112028523175
"Hofmannsthal, Hugo von",Die Briefe des Zurückgekehrten,Kultur und Kunst,1021,34,30.029411764705888,2.087962962962963
"Hoffmann, Heinrich",Handbüchlein für Wühler,Kultur und Kunst,749,45,16.644444444444446,1.8931804465902233
"Heinse, Wilhelm",Düsseldorfer Gemäldebriefe,Kultur und Kunst,1484,43,34.511627906976734,1.7553464499572284
"Hofmannsthal, Hugo von",Natur und Erkenntnis,Kultur und Kunst,523,21,24.904761904761905,1.9314516129032258
"Heine, Heinrich",Vermischte Schriften,Kultur und Kunst,2077,54,38.46296296296296,1.867949393779652
"Heine, Heinrich",Über Ludwig Börne,Kultur und Kunst,5626,158,35.607594936708864,1.7387163561076604
"Hoddis, Jakob van",Prosastücke und Texte,Kultur und Kunst,429,31,13.838709677419354,1.8326086956521739
"Herwegh, Georg",Aufsätze,Kultur und Kunst,274,16,17.125,1.636685552407932
"Herder, Johann Gottfried",Lieder der Liebe,Kultur und Kunst,3007,106,28.36792452830189,1.7883369330453565
"Herder, Johann Gottfried","Gesammelte Abhandlungen, Aufsätze, Beurtheilungen und Vorreden aus der Weimarer Zeit",Kultur und Kunst,413,9,45.88888888888889,1.907781862745098
"Herder, Johann Gottfried",Briefe zu Beförderung der Humanität,Kultur und Kunst,555,14,39.642857142857146,1.7389121338912135
"Heine, Heinrich",Shakespeare's Mädchen und Frauen,Kultur und Kunst,22528,814,27.675675675675677,1.868696479543292
"Heinse, Wilhelm",Aus Briefen - Werken - Tagebüchern,Kultur und Kunst,9792,381,25.700787401574804,1.8431372549019607
"Heine, Heinrich",Zur Geschichte der Religion und Philosophie in Deutschland,Kultur und Kunst,153,7,21.857142857142854,1.8069908814589666
"Heine, Heinrich",Rezensionen,Kultur und Kunst,280,8,35.0,1.6573389651531152
"Heine, Heinrich",Lutetia,Kultur und Kunst,1110,33,33.63636363636363,1.2666666666666666
"Heine, Heinrich",Geständnisse,Kultur und Kunst,311,8,38.875,1.8301486199575372
"Heine, Heinrich",Französische Zustände,Kultur und Kunst,723,35,20.65714285714286,1.8139627132090441
"Hillebrand, Karl",Aus dem Jahrhundert der Revolution,Kultur und Kunst,1953,46,42.45652173913044,1.8885135135135136
"Heimann, Moritz",Ein Dichter - ein Seher. Gerhart Hauptmann zu Ehren,Kultur und Kunst,1776,64,27.75,1.872628726287263
"Herder, Johann Gottfried",Adrastea,Kultur und Kunst,262,14,18.714285714285715,1.8364624505928853
"Kant, Immanuel",Grundlegung zur Methaphysik der Sitten,Philosophie und Religion,24733,577,42.86481802426343,1.6556919642857142
"Kant, Immanuel",Beantwortung der Frage: Was ist Aufklärung?,Philosophie und Religion,1341,48,27.9375,1.9531310026892048
"Heine, Heinrich",Englische Fragmente,Kultur und Kunst,1178,35,33.65714285714286,1.9784791965566715
"Hegel, Georg Wilhelm Friedrich",Vorlesungen über die Philosophie der Geschichte,Philosophie und Religion,5921,168,35.24404761904762,1.8856263319914752
"Hegel, Georg Wilhelm Friedrich",Rede zum Schuljahresabschluß am 29. September 1809,Philosophie und Religion,4145,102,40.63725490196079,1.7260677466863035
"Fichte, Johann Gottlieb",Einige Vorlesungen über die Bestimmung des Gelehrten,Philosophie und Religion,340,14,24.285714285714285,1.7341582302212224
"Kant, Immanuel",Allgemeine Naturgeschichte und Theorie Des Himmels,Philosophie und Religion,139,6,23.16666666666667,1.791044776119403
"Hegel, Georg Wilhelm Friedrich",Wissenschaft der Logik. Erster Teil,Philosophie und Religion,4305,96,44.84375,2.1717171717171717
"Fichte, Johann Gottlieb",Reden an die deutsche Nation,Philosophie und Religion,5100,106,48.11320754716981,1.981549815498155
"Fichte, Johann Gottlieb",Beitrag zur Berichtigung der Urtheile des Publicums über die französische Revolution.,Philosophie und Religion,1222,39,31.33333333333333,1.8244629689002885
"Fichte, Johann Gottlieb",Ein Evangelium der Freiheit,Philosophie und Religion,492,15,32.8,1.8784266984505364
"Feuerbach, Ludwig",Das Wesen des Christentums,Philosophie und Religion,1253,33,37.96969696969697,1.7159763313609468
"Fichte, Johann Gottlieb",Kleinere Abhandlungen,Philosophie und Religion,6987,203,34.41871921182266,1.9267955801104972
"Feuerbach, Ludwig",Das Wesen der Religion,Philosophie und Religion,824,24,34.333333333333336,1.9372529644268774
"Sanson, Henry",Tagebücher der Henker von Paris - Erster Band,Geschichte,1125,32,35.15625,1.9121495327102804
"Sanson, Henry",Tagebücher der Henker von Paris - Zweiter Band,Geschichte,11695,411,28.45498783454988,1.7977777777777777
"Fichte, Johann Gottlieb",Die Bestimmung des Menschen,Philosophie und Religion,520,42,12.38095238095238,1.6799242424242424
"Fichte, Johann Gottlieb",Die Anweisung zum seligen Leben,Philosophie und Religion,402,18,22.33333333333333,1.6170421155729677
"Scheidemann, Philipp",Der Zusammenbruch,Geschichte,272,12,22.66666666666667,1.7823765020026703
"Ranke, Leopold von",Zum Kriege 1870/71,Geschichte,2139,79,27.075949367088608,1.727088948787062
"Roda Roda, Alexander",Russenjagd,Geschichte,4472,218,20.513761467889907,1.7877629063097515
"Rheinhardt, Emil Alphons",Der große Herbst Heinrichs IV.,Geschichte,762,20,38.1,1.9065960519980742
"Prosch, Peter",Der freiwillige Hofnarr,Geschichte,290,14,20.714285714285715,1.9142857142857144
"Kant, Immanuel",Kritik der reinen Vernunft - 1. Auflage,Philosophie und Religion,1278,40,31.95,1.82580874511198
,"Dunkelmännerbriefe, 2. Abteilung",Philosophie und Religion,1064,35,30.4,1.7995337995337994
"Ranke, Leopold von",Friedrich II. König von Preußen,Geschichte,432,10,43.2,1.7846715328467153
Maria Theresia von Österreich,Familienbriefe,Geschichte,539,17,31.705882352941174,1.5906218822746925
"Michelet, Jules",Die Frauen der Revolution,Geschichte,2358,121,19.487603305785125,1.8619854721549636
"Machiavelli, Niccolò",Geschichte von Florenz,Geschichte,260,10,26.0,1.945945945945946
Liselotte von der Pfalz,Briefe der Herzogin von Orléans,Geschichte,981,27,36.333333333333336,1.8302556818181819
"Meysenbug, Malwida von",Memoiren einer Idealistin - Band 2,Geschichte,7247,250,28.988000000000003,1.6702410130718954
"Meysenbug, Malwida von",Memoiren einer Idealistin - Band 1,Geschichte,1708,57,29.964912280701753,2.104575163398693
"Meinhold, Wilhelm",Die Bernsteinhexe Maria Schweidler,Geschichte,1012,26,38.92307692307692,1.8535714285714286
"Mehring, Franz",Die Lessing-Legende,Geschichte,5488,148,37.08108108108108,1.8774774774774774
"Kugler, Franz",Friedrich der Große,Geschichte,673,23,29.26086956521739,1.9710610932475885
"Linguet, Simon Nicolas Henri",Denkwürdigkeiten über die Bastille,Geschichte,146,4,36.5,1.785615491009682
"Groth, Klaus",Mien Jungsparadies,Biographie,2279,88,25.897727272727273,1.8274449564772146
"Lagarde, Paul de",Schriften für Deutschland,Geschichte,248,9,27.555555555555557,1.606981981981982
"Grimm, Herman",Das Leben Michelangelos,Biographie,1136,41,27.707317073170728,1.7328244274809161
"Kropotkin, Pjotr Alexejewitsch",Die Große Französische Revolution 1789-1793 - Band 2,Geschichte,1987,62,32.04838709677419,1.8207657785145352
"Kropotkin, Pjotr Alexejewitsch",Die Große Französische Revolution 1789-1793 - Band 1,Geschichte,535,14,38.214285714285715,1.8602581219403649
"Kranzler, Wilhelm",Für Vaterland und Ehre,Geschichte,180,10,18.0,1.826249067859806
"Knobelsdorff, Viktor von",Unter Zuchthäuslern und Kavalieren,Geschichte,703,33,21.303030303030305,1.7241086587436332
"Kleist, Heinrich von",Politische Schriften des Jahres 1809,Geschichte,2275,214,10.630841121495328,1.841918594831954
"Kautsky, Karl",Vorläufer des neueren Sozialismus. Dritter Band,Geschichte,957,32,29.90625,1.8948130277442703
"Carus, Carl Gustav",Grundzüge allgemeiner Naturbetrachtung,"Natur, Wissen und Reise",1372,39,35.17948717948718,1.785294117647059
"Gómez Carrillo, Enriqu",Mata Hari,Biographie,594,28,21.214285714285715,2.1510791366906474
"Goltz, Bogumil",Aus Jugendleben und Buch der Kindheit,Biographie,1176,34,34.588235294117645,1.859233449477352
"Goethe, Johann Wolfgang von",Dichtung und Wahrheit. Dritter und vierter Teil,Biographie,11241,354,31.75423728813559,1.8019607843137255
"Goethe, Johann Wolfgang von",Biographische und autobiographische Schriften 1792 - 1797,Biographie,3273,116,28.21551724137931,1.7332242225859247
"Gfeller, Simon",Seminarzyt,Biographie,1874,116,16.155172413793107,1.774390243902439
"Ebbinghaus, Hermann",Über das Gedächtnis,"Natur, Wissen und Reise",189,5,37.8,1.8523543495610535
"Grillparzer, Franz",Selbstbiographie,Biographie,29891,1287,23.22533022533023,1.7903248890797194
"Dominik, Hans",Geballte Kraft,"Natur, Wissen und Reise",404,16,25.25,1.796116504854369
"Carus, Carl Gustav",Gelegentliche Betrachtungen über den Charakter des gegenwärtigen Standes der Naturwissenschaft,"Natur, Wissen und Reise",1137,18,63.16666666666666,1.8275555555555556
"Carus, Carl Gustav",Geheimnisvoll am lichten Tag,"Natur, Wissen und Reise",511,6,85.16666666666667,1.8124839675074818
,"Naturwissenschaftliche und philosophische Schriften, Schülertexte und Gedichte","Natur, Wissen und Reise",234,10,23.4,1.9634615384615384
"Goethe, Johann Wolfgang von",Dichtung und Wahrheit. Erster und zweiter Teil,Biographie,6844,210,32.590476190476195,1.835820895522388
"Kant, Immanuel",Kritik der praktischen Vernunft,Philosophie und Religion,689,18,38.27777777777778,1.9411764705882353
"Ratzel, Friedrich",Erdenmacht und Völkerschicksal,"Natur, Wissen und Reise",2838,61,46.524590163934434,1.9471715755025714
"Mörike, Eduard",Die Würzburger Lügensteine,"Natur, Wissen und Reise",336,16,21.0,1.7607334525939178
"Wegener, Alfred",Mit Motorboot und Schlitten in Grönland,"Natur, Wissen und Reise",398,15,26.53333333333333,1.8766404199475066
"Salten, Felix",Wurstelprater,"Natur, Wissen und Reise",309,12,25.75,1.7344827586206897
"Helmholtz, Hermann von",Ueber die physiologischen Ursachen der musikalischen Harmonie,"Natur, Wissen und Reise",7079,227,31.185022026431717,1.8364632237871674
"Ritter, Johann Wilhelm",Fragmente aus dem Nachlasse eines jungen Physikers,"Natur, Wissen und Reise",1677,56,29.94642857142857,1.6879699248120301
"Heine, Heinrich",Die romantische Schule,Kultur und Kunst,488,16,30.5,1.8171296296296295
"Pannwitz, Max","Deutsche Pfadfinder des 16. Jahrhunderts in Afrika, Asien und Südamerika","Natur, Wissen und Reise",709,29,24.448275862068964,1.7959183673469388
"Nordhausen, Richard",Unsere märkische Heimat,"Natur, Wissen und Reise",341,15,22.73333333333333,1.9185750636132315
"Heine, Heinrich",Die parlamentarische Periode des Bürgerkönigtums,Kultur und Kunst,3155,97,32.52577319587629,2.0115384615384615
"Jacobi, Johann Georg Friedrich",Neues vollständiges und allgemeines Waaren- und Handlungs-Lexicon. Dritter und lezter Band. R - Z.,"Natur, Wissen und Reise",267,9,29.66666666666667,1.8837920489296636
"Jacobi, Johann Georg Friedrich",Neues vollständiges und allgemeines Waaren- und Handlungs-Lexicon. Zweiter Band. G - Q.,"Natur, Wissen und Reise",858,30,28.6,1.7001517869463225
"Kant, Immanuel",Kritik der reinen Vernunft - 2. Auflage,Philosophie und Religion,429,18,23.83333333333333,1.740046838407494
"Jacobi, Johann Georg Friedrich",Neues vollständiges und allgemeines Waaren- und Handlungs-Lexicon. Erster Band. A - F.,"Natur, Wissen und Reise",746,23,32.43478260869565,1.8814229249011858
"Harden, Maximilian",Köpfe. Dritter Teil,Kultur und Kunst,1727,101,17.099009900990094,1.9240160349854227
"Ratzel, Friedrich",Deutschland. Einführung in die Heimatkunde,"Natur, Wissen und Reise",265,9,29.444444444444446,1.887072808320951
"Gutzkow, Karl",Liberale Energie,Kultur und Kunst,846,43,19.67441860465116,1.9726027397260273
"Heine, Heinrich",Das Buch Le Grand,Kultur und Kunst,721,21,34.333333333333336,1.3492759982448441
"Hearn, Lafcadio",Kokoro,Kultur und Kunst,207,10,20.7,1.8669354838709677
"Grottewitz, Curt",Sonntage eines Großstädters in der Natur,Kultur und Kunst,2019,105,19.228571428571428,1.9186602870813396
"Hauptmann, Gerhart",Um Volk und Geist,Kultur und Kunst,353,17,20.764705882352946,1.829225352112676
"Grottewitz, Curt",Der Mensch als Beherrscher der Natur,Kultur und Kunst,1000,40,25.0,1.9496728736789128
"Harden, Maximilian",Köpfe,Kultur und Kunst,896,22,40.72727272727273,1.9383177570093457
"Hansjakob, Heinrich",Zwiegespräche über den Weltkrieg gehalten mit Fischen auf dem Meeresgrund,Kultur und Kunst,1242,48,25.875,1.9222222222222223
"Gutzkow, Karl",Briefe aus Paris. Zweiter Theil,Kultur und Kunst,3851,188,20.484042553191486,1.7738264580369842
"Gutzkow, Karl",Briefe aus Paris. Erster Theil,Kultur und Kunst,1583,117,13.52991452991453,1.5621978021978022
"Gutzkow, Karl",Berlin - Panorama einer Weltstadt,Kultur und Kunst,551,17,32.411764705882355,2.051201671891327
"Goethe, Johann Wolfgang von",Propyläen und Umkreis,Kultur und Kunst,5050,129,39.14728682170543,1.965743440233236
"Groddeck, Georg",Der Mensch als Symbol,Kultur und Kunst,2204,72,30.61111111111111,1.8080808080808082
"Wieland, Christoph Martin",Ueber die Rechte und Pflichten der Schriftsteller,Philosophie und Religion,1814,54,33.592592592592595,1.864795918367347
"Grisebach, Eduard",Biographische Einleitung zu E. T. A. Hoffmanns sämtliche Werke in fünfzehn Bänden,Kultur und Kunst,14435,462,31.244588744588746,1.7937905880259764
"Wieland, Christoph Martin","Ueber den Hang der Menschen, an Magie und Geistererscheinungen zu glauben",Philosophie und Religion,1822,36,50.611111111111114,1.7852123434158265
"Wieland, Christoph Martin",Ueber den freien Gebrauch der Vernunft in Glaubenssachen,Philosophie und Religion,171,6,28.5,1.5891141942369265
"Grillparzer, Franz",Aesthetische Studien. - Sprachliche Studien. - Aphorismen.,Kultur und Kunst,6102,271,22.516605166051658,2.2222222222222223
"Wieland, Christoph Martin",Ueber das göttliche Recht der Obrigkeit,Philosophie und Religion,2308,54,42.74074074074074,1.7847512629219497
"Greyerz, Otto von",Sprachpillen,Kultur und Kunst,449,28,16.035714285714285,1.8985148514851484
"Goltz, Bogumil",Auswahl aus seinen Schriften,Kultur und Kunst,892,30,29.73333333333333,1.9023746701846966
"Goethe, Johann Wolfgang von",Zur deutschen Literatur. Rezensionen,Kultur und Kunst,611,12,50.91666666666666,1.8434442270058709
"Wieland, Christoph Martin",Sechs Antworten auf sechs Fragen,Philosophie und Religion,758,25,30.32,1.7735042735042734
"Wieland, Christoph Martin",Patriotischer Beitrag zu Deutschlands höchstem Flor,Philosophie und Religion,2525,77,32.79220779220779,1.8335768556399765
"Wieland, Christoph Martin",Euthanasia,Philosophie und Religion,8232,313,26.30031948881789,1.7982583454281567
"Voltaire, François Marie Arouet de",Kleine philosophische Aufsätze,Philosophie und Religion,7174,327,21.93883792048929,2.0278365045806908
"Leibniz, Gottfried Wilhelm",Monadologie,Philosophie und Religion,1174,38,30.894736842105264,2.1011904761904763
"Goethe, Johann Wolfgang von",Italienische Reise,"Natur, Wissen und Reise",1575,76,20.723684210526315,1.9824120603015076
,"Dunkelmännerbriefe, 1. Abteilung",Philosophie und Religion,811,18,45.055555555555564,1.6537216828478964
"Wieland, Christoph Martin",Das Geheimniß des Kosmopoliten-Ordens,Philosophie und Religion,752,15,50.13333333333333,1.880350331967792
"Wieland, Christoph Martin",Athenion,Philosophie und Religion,351,11,31.90909090909091,1.631484794275492
"Spinoza, Baruch de",Ethik,Philosophie und Religion,1161,37,31.378378378378375,1.9528688524590163
"Rousseau, Jean Jacques",Der Gesellschaftsvertrag,Philosophie und Religion,178,11,16.181818181818183,1.9167842031029618
"Ranke, Leopold von",Geschichte Wallensteins,Philosophie und Religion,969,31,31.258064516129032,1.9178885630498534
"Morus, Thomas",Utopia,Philosophie und Religion,1626,58,28.03448275862069,1.890015847860539
Montesquieu,Montesquieu's Persische Briefe,Philosophie und Religion,4041,131,30.847328244274806,1.8651685393258426
"Mendelssohn, Moses",Phaedon oder über die Unsterblichkeit der Seele,Philosophie und Religion,209,10,20.9,1.8799533799533799
"Locke, John",Gedanken über Erziehung,Philosophie und Religion,962,32,30.0625,1.8414918414918415
"Leibniz, Gottfried Wilhelm",Kleinere philosophische Schriften,Philosophie und Religion,698,16,43.625,1.8847184986595173
