author,title,genre,token_count,sentence_count,avg_sentence_length,avg_syllables
"Recke, Elisa von der",Herzensgeschichten einer baltischen Edelfrau,Biographie,1147,35,32.77142857142857,1.7011673151750972
"Loerke, Oskar",Der Goethe des westöstlichen Divans,Kultur und Kunst,1598,71,22.507042253521128,1.8767908309455588
"Rheinhardt, Emil Alphons",Das Leben der Eleonora Duse,Biographie,2333,93,25.086021505376344,1.7901819087964117
"Rank, Josef",Erinnerungen aus meinem Leben,Biographie,800,26,30.76923076923077,1.84488107549121
"Karrillon, Adam",Sechs Schwaben und ein halber,"Natur, Wissen und Reise",11904,482,24.69709543568465,1.829136690647482
"Lichtenberg, Georg Christoph",Unterhaltsame Aufsätze,Kultur und Kunst,938,31,30.258064516129032,2.0130548302872064
"Reck-Mallaczewen, Fritz",Charlotte Corday,Biographie,6490,180,36.055555555555564,1.6687407407407406
"Hymans, Henri",Brüssel,"Natur, Wissen und Reise",2182,53,41.16981132075472,1.7222222222222223
"Lucka, Emil",Die drei Stufen der Erotik,Kultur und Kunst,263,15,17.533333333333335,1.8563888888888889
"Schopenhauer, Arthur","Die Kunst, Recht zu behalten",Philosophie und Religion,563,15,37.53333333333333,1.7405966277561609
"Lienhard, Friedrich",Wege nach Weimar. Erster Band,Kultur und Kunst,237,12,19.75,1.9037433155080214
"Kerr, Alfred",Newyork und London,"Natur, Wissen und Reise",1141,94,12.138297872340427,1.8238341968911918
"Sacher-Masoch, Wanda von",Meine Lebensbeichte. Memoiren,Biographie,5272,259,20.355212355212355,1.7227011494252873
"Schopenhauer, Arthur",Die Welt als Wille und Vorstellung. Band II,Philosophie und Religion,1164,44,26.45454545454545,1.7468879668049793
"Schopenhauer, Arthur",Arthur Schopenhauer's handschriftlicher Nachlaß - Vorlesungen und Abhandlungen,Philosophie und Religion,631,16,39.4375,1.8170818505338078
"Pies, Hermann",Kaspar Hauser - Augenzeugenberichte und Selbstzeugnisse,Biographie,4536,140,32.4,1.5335515548281506
"Schleiermacher, Friedrich",Über die Religion,Philosophie und Religion,1800,39,46.153846153846146,1.7387328543435663
"Heilborn, Ernst",Zwischen zwei Revolutionen. Band 2,Geschichte,2104,109,19.30275229357798,2.086242299794661
"Hanrieder, Norbert",Bilder aus dem Volksleben des Mühlviertels,Geschichte,10851,437,24.830663615560642,1.8379327646763672
"Görres, Joseph",Eine Auswahl aus seinen Schriften,Geschichte,2406,75,32.08,1.681792399319342
"Radek, Karl",Rosa Luxemburg - Karl Liebknecht - Leo Jogiches,Biographie,3092,106,29.169811320754718,1.832618025751073
"Puttkamer, Alberta von",Mehr Wahrheit als Dichtung,Biographie,274,10,27.4,1.9482758620689655
"Hofmannsthal, Hugo von",Der Wanderer (aus: Augenblicke in Griechenland),"Natur, Wissen und Reise",2729,115,23.730434782608697,1.748335552596538
"Schopenhauer, Arthur","Anmerkungen zu Locke und Kant, sowie zu Nachkantischen Philosophen",Philosophie und Religion,2933,136,21.56617647058824,1.8314285714285714
"Hofmannsthal, Hugo von",Das Kloster des Heiligen Lukas,"Natur, Wissen und Reise",2116,132,16.03030303030303,1.9770114942528736
"Herder, Johann Gottfried",Journal meiner Reise im Jahr 1769,"Natur, Wissen und Reise",1123,34,33.029411764705884,2.0714285714285716
"Lichtenberg, Georg Christoph",Streitschriften,Kultur und Kunst,3360,120,28.0,1.8169136878814298
"Hofmannsthal, Hugo von",Augenblicke in Griechenland,"Natur, Wissen und Reise",356,18,19.777777777777782,1.8204005006257822
"Herder, Johann Gottfried",Italienische Reise,"Natur, Wissen und Reise",53086,2731,19.438300988648848,1.7693956279468495
"Heine, Heinrich",Reisebilder. Harzreise - Nordsee - Italien,"Natur, Wissen und Reise",1351,38,35.55263157894737,1.745
"Hegner, Ulrich",Auch ich war in Paris,"Natur, Wissen und Reise",11195,261,42.892720306513404,1.7037970430107527
"Hebbel, Christian Friedrich",Reiseeindrücke,"Natur, Wissen und Reise",531,17,31.235294117647058,1.6929637526652452
"Lichtenberg, Georg Christoph",Aufsätze gelehrten und gemeinnützigen Inhalts,Kultur und Kunst,1896,42,45.14285714285714,1.8423728813559321
"Lichtenberg, Georg Christoph","Fragmente, Entwürfe und Miszellaneen",Kultur und Kunst,1658,47,35.276595744680854,1.6998377501352082
"Schiller, Friedrich",Philosophische Briefe,Philosophie und Religion,6892,328,21.01219512195122,2.0783684692942255
"Schelling, Friedrich Wilhelm Joseph von",Von der Weltseele,Philosophie und Religion,705,16,44.0625,2.0456273764258555
"Hackländer, Friedrich Wilhelm",Ein Winter in Spanien,"Natur, Wissen und Reise",5588,142,39.352112676056336,1.7619893428063944
"Lichtenberg, Georg Christoph",Ausführliche Erklärung der Hogarthischen Kupferstiche,Kultur und Kunst,604,22,27.45454545454545,1.9873417721518987
"Schelling, Friedrich Wilhelm Joseph von",Über die Natur der Philosophie als Wissenschaft,Philosophie und Religion,4562,157,29.057324840764327,1.715162138475022
"Schelling, Friedrich Wilhelm Joseph von",Philosophie der Offenbarung,Philosophie und Religion,542,15,36.13333333333333,1.680576631259484
"Lichtenberg, Georg Christoph",Essays,Kultur und Kunst,1065,35,30.42857142857143,1.7766323024054982
"Schelling, Friedrich Wilhelm Joseph von",Vom Ich als Prinzip der Philosophie,Philosophie und Religion,624,12,52.0,1.7923930269413628
"Lessing, Theodor",Haarmann. Die Geschichte eines Werwolfs,Kultur und Kunst,3713,154,24.11038961038961,1.8148148148148149
"Schleiermacher, Friedrich",Friedrich Schleiermacher's Monologen,Philosophie und Religion,1597,38,42.026315789473685,1.75
"Pauli, Gustav",Paula Modersohn-Becker,Biographie,175,10,17.5,1.8227186311787071
"Goltz, Bogumil",Zur Geschichte und Charakteristik des deutschen Genius,Geschichte,873,21,41.57142857142857,1.7348631462538016
"Friedell, Egon",Kulturgeschichte der Neuzeit - 5. Buch,Geschichte,10791,401,26.910224438902745,1.8507896924355778
"Friedell, Egon",Kulturgeschichte der Neuzeit - 4. Buch,Geschichte,11517,325,35.43692307692308,2.071151358344114
"Friedell, Egon",Kulturgeschichte der Neuzeit - 3. Buch,Geschichte,20969,619,33.87560581583199,1.905109489051095
"Friedell, Egon",Kulturgeschichte der Neuzeit - 1. Buch,Geschichte,7766,280,27.735714285714284,1.6676438255771344
"Musil, Robert",Skizzen zu einer Autobiographie,Biographie,6201,431,14.387470997679815,1.775656324582339
"Moszkowski, Alexander",Das Panorama meines Lebens,Biographie,1085,46,23.58695652173913,1.6776937618147447
"Pastor, Willy",Das Leben Albrecht Dürers,Biographie,3625,193,18.782383419689122,1.6856634016028496
"Ludwig, Emil",Genie und Charakter,Biographie,1463,49,29.857142857142854,1.932748538011696
"May, Karl",Mein Leben und Streben,Biographie,785,38,20.657894736842106,1.7017857142857142
"Marti, Hugo",Rudolf von Tavel - Leben und Werk,Biographie,149,7,21.285714285714285,1.6769662921348314
"Marti, Hugo",Eine Kindheit,Biographie,1200,37,32.432432432432435,1.5823380929058508
"Nostitz, Helene",Rodin in Gesprächen und Briefen,Biographie,698,32,21.8125,1.8564026646928202
Margaretha von Valois,"Memoiren, Briefe und sonstige Dokumente ihres Lebens. Erster Band",Biographie,575,13,44.230769230769226,1.7564091112103617
"Lux, Joseph August",Lola Montez,Biographie,2062,94,21.936170212765962,1.7325800376647835
"Ludwig, Emil",Wilhelm der Zweite,Biographie,546,36,15.166666666666664,1.7410337552742616
"Ludwig, Emil",Kleopatra,Biographie,499,16,31.1875,1.7020506634499397
"Modersohn-Becker, Paula",Briefe und Tagebuchblätter,Biographie,1001,56,17.875,1.8177597214161347
"Ludwig, Emil",Der entzauberte Freud,Biographie,989,35,28.257142857142853,1.8907801418439716
"Grillparzer, Franz",Reisetagebücher auf den Reisen nach Deutschland und Griechenland,"Natur, Wissen und Reise",3540,224,15.803571428571427,1.7496420901932712
"Gregorovius, Ferdinand",Corsica,"Natur, Wissen und Reise",723,30,24.1,1.7566225165562914
"Ludwig, Emil",Mussolinis Gespräche mit Emil Ludwig,Biographie,2973,122,24.368852459016395,1.716133274879439
"Lessing, Gotthold Ephraim",Laokoon,Kultur und Kunst,857,31,27.64516129032258,1.7250922509225093
"Lienhard, Friedrich",Jugendjahre,Biographie,1023,45,22.73333333333333,1.6338028169014085
"Lewes, George Henry",Goethe's Leben und Werke. Erster Band,Biographie,1215,39,31.153846153846153,1.796474358974359
"Lessing, Gotthold Ephraim",Gespräche für Freimaurer,Kultur und Kunst,4716,387,12.186046511627907,1.8639913816321034
"Grillparzer, Franz",Reisetagebücher auf der Reise nach Italien,"Natur, Wissen und Reise",2678,107,25.028037383177573,1.89167188478397
"Gregorovius, Ferdinand",Wanderjahre in Italien,"Natur, Wissen und Reise",2169,79,27.455696202531644,1.8514285714285714
"Lessing, Gotthold Ephraim",Die Erziehung des Menschengeschlechts,Kultur und Kunst,190,8,23.75,1.9152348224513174
"Schelling, Friedrich Wilhelm Joseph von",Abhandlung über die Quelle der ewigen Wahrheiten,Philosophie und Religion,661,17,38.882352941176464,1.9353164674265593
"Ludwig, Emil",Bismarck,Biographie,28149,665,42.32932330827067,1.9542415559607538
"Nietzsche, Friedrich Wilhelm",Zur Genealogie der Moral,Philosophie und Religion,329,8,41.125,1.9355715580142114
"Lessing, Gotthold Ephraim",Hamburgische Dramaturgie,Kultur und Kunst,986,43,22.930232558139533,1.9437460432305327
"Groner, Auguste",So war mein Wien,"Natur, Wissen und Reise",188,8,23.5,1.9596961112541849
"Brantôme, Pierre de",Das Leben der galanten Damen,Geschichte,4950,228,21.710526315789476,1.8195452346395742
"Nietzsche, Friedrich Wilhelm",Unzeitgemäße Betrachtungen,Philosophie und Religion,755,16,47.1875,1.8608294930875575
"Domel, Georg","Gutenberg, die Erfindung des Typengusses und seine Frühdrucke",Geschichte,271,9,30.11111111111111,1.7630344827586206
"Braun, Lily",Im Schatten der Titanen,Geschichte,159,5,31.8,1.7983595352016404
"Goethe, Johann Wolfgang von","Aus einer Reise in die Schweiz über Frankfurt, Heidelberg, Stuttgart und Tübingen im Jahre 1797","Natur, Wissen und Reise",7481,312,23.977564102564106,1.6687898089171975
"Lewes, George Henry",Goethe's Leben und Werke. Zweiter Band,Biographie,1100,37,29.72972972972973,1.9530201342281879
"Levertin, Oskar",Selma Lagerlöf,Biographie,251,13,19.30769230769231,1.6566666666666667
"Schelling, Friedrich Wilhelm",Worte Schelling,Philosophie und Religion,2148,66,32.54545454545455,1.653295128939828
"Lessing, Theodor",Einmal und nie wieder,Biographie,1460,60,24.33333333333333,1.9356521739130435
"Nietzsche, Friedrich Wilhelm",Wir Philologen. Gedanken und Entwürfe zu der Unzeitgemäßen Betrachtung,Philosophie und Religion,184,16,11.5,1.8273520853540253
"Landsberg, Hans",Ibsen,Biographie,619,19,32.57894736842105,1.9505494505494505
"Lenz, Jakob Michael Reinhold",Anmerkungen übers Theater,Kultur und Kunst,3997,134,29.828358208955226,1.8476953907815632
"Lasker-Schüler, Else",Freunde. Kurze Prosaskizzen,Kultur und Kunst,227,9,25.222222222222218,1.6613386613386614
"Nietzsche, Friedrich Wilhelm",Über Wahrheit und Lüge im außermoralischen Sinne,Philosophie und Religion,2584,81,31.901234567901234,1.8361981799797775
"Nietzsche, Friedrich Wilhelm",Morgenröthe,Philosophie und Religion,1983,51,38.882352941176464,1.753954802259887
"Lange, Helene",Lebenserinnerungen,Biographie,1486,72,20.63888888888889,1.9349930843706777
"Aretz, Gertrude",Berühmte Frauen der Weltgeschichte,Geschichte,14932,764,19.544502617801047,1.8335015136226034
"Franzos, Karl Emil",Aus Halb-Asien - Zweiter Band,"Natur, Wissen und Reise",2753,118,23.33050847457627,1.8191365227537923
"Franzos, Karl Emil",Aus der großen Ebene - Erster Band,"Natur, Wissen und Reise",835,27,30.92592592592593,1.7898338220918866
"Aram, Kurt",Magie und Zauberei in der alten Welt,Geschichte,944,36,26.222222222222218,1.8641975308641976
"Aretz, Gertrude",Die elegante Frau,Geschichte,1721,72,23.902777777777782,1.6455906821963395
"Fontane, Theodor",Ein Sommer in London,"Natur, Wissen und Reise",478,23,20.782608695652176,1.6861747243426632
"Leixner, Otto von",Laien-Predigten für das deutsche Haus,Kultur und Kunst,146,6,24.33333333333333,1.7852875280059746
"Leitner, Maria",Drei Reportagen,Kultur und Kunst,2306,183,12.601092896174865,1.9363762102351314
"Laßwitz, Kurd",Wirklichkeiten,Kultur und Kunst,457,18,25.38888888888889,1.7
"Zernatto, Guido",Die Wahrheit über Österreich,Geschichte,173,7,24.714285714285715,1.827534039334342
"Nietzsche, Friedrich Wilhelm",Menschliches Allzumenschliches II,Philosophie und Religion,810,17,47.647058823529406,1.9885057471264367
"Nietzsche, Friedrich Wilhelm",Kunst und Künstler - Modernität - Aus dem Vorreden-Material,Philosophie und Religion,270,12,22.5,1.6868450033748978
"Nietzsche, Friedrich Wilhelm",Jenseits von Gut und Böse,Philosophie und Religion,663,16,41.4375,1.7264437689969605
"Kuh, Anton",Von Goethe abwärts,Kultur und Kunst,3529,277,12.740072202166063,1.7697768762677484
"Ball, Hugo",Zur Kritik der deutschen Intelligenz,Geschichte,344,13,26.461538461538463,1.898936170212766
"Lagerlöf, Selma",Zacharias Topelius,Biographie,351,10,35.1,1.7624242424242424
"Dickens, Charles",Bilder aus Italien,"Natur, Wissen und Reise",611,17,35.941176470588225,1.8662251655629138
"Nietzsche, Friedrich Wilhelm","Menschliches, Allzumenschliches I",Philosophie und Religion,2696,74,36.432432432432435,1.7515527950310559
"Lagerlöf, Selma",Marbacka - Das Tagebuch,Biographie,9716,421,23.078384798099762,1.96309963099631
"Lagerlöf, Selma",Aus meinen Kindertagen,Biographie,1265,45,28.11111111111111,2.0
"Kurz, Isolde",Die Pilgerfahrt nach dem Unerreichlichen,Biographie,3038,96,31.64583333333333,1.7516374816201044
"Fontane, Theodor",Jenseit des Tweed,"Natur, Wissen und Reise",514,23,22.347826086956523,1.8172727272727274
"Kraus, Karl",In dieser großen Zeit - Aufsätze 1914-1925,Kultur und Kunst,693,21,33.0,1.9203187250996017
"Kraus, Karl",Grimassen - Aufsätze 1902-1914,Kultur und Kunst,3686,170,21.682352941176468,1.8752327746741155
"Flaubert, Gustave",Über Feld und Strand. Eine Reise in der Bretagne,"Natur, Wissen und Reise",1569,51,30.764705882352942,1.8294520547945206
"Cooper, James Fenimore",England. Band I,"Natur, Wissen und Reise",492,16,30.75,1.9021739130434783
"Cooper, James Fenimore",England. Band II,"Natur, Wissen und Reise",2303,76,30.302631578947373,1.9224555735056543
"Kraus, Karl",Sittlichkeit und Kriminalität,Kultur und Kunst,1191,35,34.02857142857143,1.7515636727545658
"Kraus, Karl",Gedichte und Aufsätze zur deutschen Sprache,Kultur und Kunst,1825,48,38.020833333333336,1.6607929515418502
"Nietzsche, Friedrich Wilhelm","Fragmente 1884-1885, Band 5",Philosophie und Religion,26634,1343,19.831720029784066,1.7948916408668731
"Nietzsche, Friedrich Wilhelm","Fragmente 1882-1885, Band 4",Philosophie und Religion,2509,157,15.980891719745223,1.7004538577912254
"Nietzsche, Friedrich Wilhelm","Fragmente 1880-1882, Band 3",Philosophie und Religion,3136,127,24.69291338582677,1.7792732166890983
"Spengler, Oswald",Preußentum und Sozialismus,Geschichte,264,19,13.894736842105265,1.755893383337798
"Nietzsche, Friedrich Wilhelm","Fragmente 1869-1874, Band 1",Philosophie und Religion,5823,396,14.704545454545455,1.7682528151107881
"Wöhrle, Oskar",Querschläger. Das Bumserbuch,Geschichte,293,11,26.63636363636364,1.8083832335329342
"Kügelgen, Wilhelm von",Jugenderinnerungen eines alten Mannes,Biographie,638,16,39.875,1.8845338983050848
,Götzen-Dämmerung,Philosophie und Religion,683,63,10.841269841269842,1.8036025566531086
"Steffen, Gustaf Fredric",Demokratie und Weltkrieg,Geschichte,2637,101,26.10891089108911,1.6234309623430963
"Nietzsche, Friedrich Wilhelm","Fragmente 1875-1879, Band 2",Philosophie und Religion,220,32,6.875,1.8835616438356164
"Spengler, Oswald",Jahre der Entscheidung,Geschichte,1272,71,17.91549295774648,1.8616652211621856
"Wells, Herbert George",Hoffnung auf Frieden,Geschichte,1916,80,23.95,2.00218818380744
"Seeckt, Hans von",Gedanken eines Soldaten,Geschichte,273,12,22.75,1.8208092485549132
"Kügelgen, Wilhelm von",Jugenderinnerungen eines alten Mannes,Biographie,1944,70,27.771428571428572,1.806172839506173
"Krüger, Paul",Lebenserinnerungen des Präsidenten Paul Krüger,Biographie,288,13,22.153846153846153,1.651851851851852
"Kropotkin, Pjotr Alexejewitsch",Memoiren eines Revolutionärs. Zweiter Band,Biographie,3108,108,28.777777777777782,1.7752639517345399
"Benjamin, Walter",Städtebilder,"Natur, Wissen und Reise",1040,65,16.0,1.8169453102862
"Kropotkin, Pjotr Alexejewitsch",Memoiren eines Revolutionärs. Erster Band,Biographie,1924,80,24.05,1.8517441860465116
"Kowalewski, Sonja",Jugenderinnerungen,Biographie,2877,105,27.4,2.0142450142450143
"Korolenko, Wladimir Galaktionovich",Die Geschichte meines Zeitgenossen - Zweiter Band,Biographie,5054,236,21.41525423728813,1.851063829787234
"Korolenko, Wladimir Galaktionovich",Die Geschichte meines Zeitgenossen - Erster Band,Biographie,485,19,25.52631578947368,1.7318249258160237
"Burckhardt, Jacob",Reisebilder aus dem Süden,"Natur, Wissen und Reise",2483,88,28.21590909090909,1.6435776039522436
"Bermann, Richard Arnold",Irland,"Natur, Wissen und Reise",1058,46,23.0,1.5383399209486166
"Simrock, Karl",Der Rhein,"Natur, Wissen und Reise",2340,79,29.620253164556967,1.7992100065832786
Verschiedene Autoren,Die Nordmark,"Natur, Wissen und Reise",735,32,22.96875,1.9757869249394673
"Schreiber, Clara",Eine Wienerin in Paris,"Natur, Wissen und Reise",153,5,30.6,1.7023346303501945
"Wundt, Wilhelm Maximilian",Ich und die Berge,"Natur, Wissen und Reise",7383,289,25.546712802768173,1.7546897546897546
"Wöhrle, Oskar",Das Sundgaubuch,"Natur, Wissen und Reise",303,29,10.448275862068966,1.7585458491589798
"Sack, Gustav",Ein verbummelter Student,"Natur, Wissen und Reise",864,42,20.571428571428573,1.7036328871892925
"Wekhrlin, Wilhelm Ludwig",Anselmus Rabiosus Reise durch Ober-Deutschland,"Natur, Wissen und Reise",3054,152,20.09210526315789,1.8821138211382114
"Sturz, Helfrich Peter",Die Reise nach dem Deister,"Natur, Wissen und Reise",1451,56,25.910714285714285,1.7681285280069474
"Steub, Ludwig",Sommer in Oberbayern,"Natur, Wissen und Reise",973,34,28.617647058823533,1.7419354838709677
"Schwab, Gustav",Wanderungen durch Schwaben,"Natur, Wissen und Reise",2902,81,35.82716049382716,1.8673383711167086
"Schopenhauer, Johanna",Ausflug an den Niederrhein und nach Belgien im Jahr 1828,"Natur, Wissen und Reise",2879,70,41.128571428571426,1.7221917808219178
"Köpke, Rudolf",Ludwig Tieck,Biographie,1940,75,25.86666666666667,1.7712322595179095
"Rodenberg, Julius",Stillleben auf Sylt,"Natur, Wissen und Reise",545,13,41.92307692307692,1.6962933439617378
"Riehl, Wilhelm Heinrich",Ein Gang durchs Taubertal,"Natur, Wissen und Reise",470,12,39.16666666666666,1.7551020408163265
"Paquet, Alfons",Der Frankfurter Rundhorizont,"Natur, Wissen und Reise",581,41,14.170731707317074,1.6590909090909092
"Kraus, Karl",Literatur und Lüge,Kultur und Kunst,1339,57,23.491228070175442,1.8868280954834278
"Kraus, Karl",Kanonade auf Spatzen,Kultur und Kunst,608,25,24.32,1.7303754266211604
"Knigge, Adolph Freiherr von",Politisches Glaubensbekenntnis von Joseph Wurmbrand,Kultur und Kunst,538,12,44.83333333333334,2.0266457680250785
"Kleist, Heinrich von",Kritiken und Berichterstattungen,Kultur und Kunst,1404,36,39.0,1.5592972181551976
"Kleist, Heinrich von",Aufsätze und kleine Schriften,Kultur und Kunst,3333,101,33.0,2.068259385665529
"Kisch, Egon Erwin",Wagnisse in aller Welt,Kultur und Kunst,1110,47,23.617021276595747,2.0090909090909093
"Kisch, Egon Erwin",Prager Pitaval,Kultur und Kunst,939,30,31.3,1.7264150943396226
"Kisch, Egon Erwin",Paradies Amerika,Kultur und Kunst,2660,111,23.963963963963966,1.9206680584551148
"Kisch, Egon Erwin",Marktplatz der Sensationen,Kultur und Kunst,2845,110,25.863636363636363,1.5714285714285714
"Kisch, Egon Erwin",Kriminalistisches Reisebuch,Kultur und Kunst,1351,35,38.6,1.7808641975308641
"Keller, Gottfried","Aufsätze zur Literatur, Kunst und Politik",Kultur und Kunst,2332,83,28.09638554216868,1.90625
"Kisch, Egon Erwin",Hetzjagd durch die Zeit,Kultur und Kunst,4665,174,26.810344827586214,1.9009009009009008
"Kisch, Egon Erwin",Der rasende Reporter,Kultur und Kunst,1367,65,21.03076923076923,1.760576923076923
"Key, Ellen",Essays,Kultur und Kunst,3067,107,28.66355140186916,1.8466735966735968
"Kerr, Alfred",Das Mimenreich,Kultur und Kunst,740,48,15.416666666666664,1.70316301703163
"Kastein, Josef",Und Friede auf Erden,Kultur und Kunst,5021,359,13.986072423398328,1.7172536604669568
"Kastein, Josef","Darüber, ein Jude zu sein",Kultur und Kunst,2016,96,21.0,1.8577319587628867
"Kraus, Karl",Literatur oder Man wird doch da sehn,Kultur und Kunst,3705,398,9.309045226130653,1.711236407571486
"Kastein, Josef",Wege und Irrwege,Kultur und Kunst,3777,146,25.86986301369863,1.831758034026465
"Kerr, Alfred",Schauspielkunst,Kultur und Kunst,881,63,13.984126984126986,1.7585470085470085
"Kahane, Arthur",Theater,Kultur und Kunst,1155,66,17.5,1.8829931972789116
"Kahane, Arthur",Tagebuch des Dramaturgen,Kultur und Kunst,753,53,14.20754716981132,1.7647058823529411
Jean Paul,Über die deutschen Doppelwörter,Kultur und Kunst,596,17,35.05882352941177,1.7731274549641067
Jean Paul,Selina oder über die Unsterblichkeit der Seele,Kultur und Kunst,920,21,43.80952380952381,1.5544554455445545
"Nietzsche, Friedrich Wilhelm",Der Wanderer und sein Schatten,Philosophie und Religion,535,33,16.21212121212121,1.8113425925925926
Jean Paul,Politische Fastenpredigten während Deutschlands Marterwoche,Kultur und Kunst,626,14,44.714285714285715,1.836935166994106
"Nietzsche, Friedrich Wilhelm",Ecce homo,Philosophie und Religion,1158,52,22.26923076923077,1.653342522398346
"Nietzsche, Friedrich Wilhelm",Der Fall Wagner,Philosophie und Religion,10558,489,21.59100204498977,1.8314491264131552
"Kossak, Ernst",Historietten,Kultur und Kunst,1153,37,31.16216216216216,1.870778773259821
"Nietzsche, Friedrich Wilhelm",Die Geburt der Tragödie,Philosophie und Religion,507,29,17.482758620689655,1.8381382424452934
"Reissner, Larissa",Im Lager der Armut,Geschichte,4654,251,18.54183266932271,1.8402061855670102
"Nietzsche, Friedrich Wilhelm",Die fröhliche Wissenschaft,Philosophie und Religion,2190,64,34.21875,1.7504587155963303
"Reissner, Larissa",Hamburger Oktober 1923,Geschichte,2590,86,30.11627906976744,1.721276595744681
"Rathenau, Walther",An Deutschlands Jugend,Geschichte,2969,126,23.563492063492063,1.855421686746988
"Quidde, Ludwig",Die Geschichte des Pazifismus,Geschichte,6128,236,25.966101694915253,1.7908887229275579
"Quidde, Ludwig",Caligula,Geschichte,500,19,26.315789473684212,1.730263157894737
"Nietzsche, Friedrich Wilhelm",Der Wille zur Macht II,Philosophie und Religion,2422,63,38.444444444444436,1.7936802973977695
"Schmoller, Gustav",Zwanzig Jahre Deutscher Politik (1897-1917),Geschichte,150,9,16.666666666666668,1.8190883190883191
"Luxemburg, Rosa",Reden,Geschichte,173,11,15.727272727272727,1.6672667266726673
"Rathenau, Walther",Cannes und Genua,Geschichte,2749,151,18.205298013245034,1.7585585585585586
"Quidde, Ludwig",Der Militarismus im heutigen Deutschen Reich,Geschichte,184,4,46.0,1.7582534611288605
"Kessler, Harry Graf",Tagebücher 1918-1937,Geschichte,16923,1046,16.178776290630974,1.8285714285714285
"Nowak, Karl Friedrich",Chaos,Geschichte,159,6,26.5,1.7964850615114236
"Schirmacher, Käthe",Die Suffragettes,Geschichte,940,50,18.8,2.0399703923019987
"Rosen, Erwin",In der Fremdenlegion,Geschichte,2705,175,15.457142857142856,1.7761578044596913
"Aram, Kurt",Nach Sibirien mit hunderttausend Deutschen,Geschichte,1606,83,19.349397590361445,1.742336548767417
"Lawrence, Thomas Edward",Aufstand in der Wüste,Geschichte,338,11,30.72727272727273,1.7322604242867594
"Kisch, Egon Erwin",Soldat im Prager Korps,Geschichte,302,12,25.16666666666667,1.8461036843821323
"Kessler, Harry Graf",Aufsätze und Reden 1899-1933,Geschichte,8616,248,34.74193548387097,1.837837837837838
"Federn, Karl",Anklagen gegen Deutschland,Geschichte,564,18,31.33333333333333,1.657239593706433
"Chamberlain, Houston Stewart",Kriegsaufsätze,Geschichte,386,16,24.125,1.8363095238095237
"Bakunin, Michael",Gott und der Staat,Geschichte,788,15,52.53333333333333,1.5954116059379218
"Helfferich, Karl Theodor",Der Weltkrieg. Band III,Geschichte,400,15,26.66666666666667,1.8043420704262643
"Masaryk, Tomás Garrigue",Die Weltrevolution,Geschichte,8917,336,26.538690476190478,1.8229284903518728
"Kerner, Johann Georg",Das Bilderbuch aus meiner Knabenzeit,Biographie,501,11,45.54545454545455,1.7532467532467533
"Kirchbach, Wolfgang",Das Leben auf der Walze,Biographie,3970,123,32.27642276422764,1.8937583001328022
"Key, Ellen",Rahel (Über Rahel Varnhagen von Ense),Biographie,863,36,23.972222222222218,1.7852348993288591
"Key, Ellen",Drei Frauenschicksale,Biographie,8997,307,29.30618892508143,1.7858695652173913
"Helfferich, Karl Theodor",Der Weltkrieg. Band I,Geschichte,3853,126,30.579365079365076,1.6018691588785046
"Kerner, Marie",Das Leben des Justinus Kerner,Biographie,329,14,23.5,1.7587859424920127
"Kastein, Josef",Herodes. Die Geschichte eines fremden Königs,Biographie,1071,46,23.282608695652176,1.621761658031088
"Hunnius, Monika",Mein Weg zur Kunst,Biographie,10491,534,19.646067415730336,1.7204963061185832
"Kapp, Friedrich",Leben des Amerikanischen Generals Friedrich Wilhelm von Steuben. Band II,Biographie,3364,106,31.73584905660377,1.88551604509974
"Kapp, Friedrich",Leben des Amerikanischen Generals Friedrich Wilhelm von Steuben. Band I,Biographie,1795,53,33.867924528301884,1.8402366863905326
"Kessler, Harry Graf",Walther Rathenau,Biographie,209,8,26.125,1.7365706918779544
"Holtei, Karl von",Jugend in Breslau,Biographie,737,26,28.34615384615385,1.752054794520548
"Jess, Hartwig",Heinrich Heine,Biographie,7514,217,34.62672811059908,2.0281853281853284
"Kastein, Josef",Uriel da Costa. Die Tragödie der Gesinnung,Biographie,1754,65,26.984615384615388,1.807005725833614
"Karrillon, Adam",Meine Argonautenfahrt,Biographie,14117,655,21.552671755725193,2.0607049608355092
"Hunnius, Monika",Mein Onkel Hermann,Biographie,158,6,26.33333333333333,1.91
"Hofmannsthal, Hugo von",Raoul Richter. 1896,Biographie,2696,82,32.8780487804878,1.8356729975227084
"Nicolai, Friedrich",Unter Bayern und Schwaben,"Natur, Wissen und Reise",5393,246,21.922764227642283,1.9933333333333334
"Holm, Korfiz",Farbiger Abglanz. Erinnerungen an Ludwig Thoma Max Dauthendey und Albert Langen,Biographie,5140,196,26.22448979591837,2.0346820809248554
"Holberg, Ludvig",Nachricht von meinem Leben,Biographie,24621,960,25.646875,1.9166969807202618
"Masius, Hermann",Norddeutsche Landschaft,"Natur, Wissen und Reise",2638,96,27.47916666666667,1.940217391304348
"Heyse, Paul",Jugenderinnerungen und Bekenntnisse. Autobiographie,Biographie,3835,118,32.5,1.9080541275187615
"Huch, Ricarda",Michael Bakunin und die Anarchie,Biographie,1461,43,33.97674418604651,2.0440251572327046
"Hessel, Franz",Marlene Dietrich. Ein Portrait,Biographie,2473,118,20.95762711864407,1.921276595744681
